id_solotodo,categoria_solotodo,marca,modelo,nombre_completo,tipo,combustible,consumo_bruto,rendimiento_n,cop_calor,poder_calorifico_bruto,rango_calefaccion,precio_max_c_iva_clp,tienda_precio_max,url_tienda_precio_max,precio_oferta_tienda_max_clp,precio_min_c_iva_clp,tienda_precio_min,num_tiendas_activas,tiendas_detalle,costo_instalacion_c_iva,mantencion_c_iva,otros,url_solotodo
269451,Aire Acondicionado Portátil,Airolite,CLIMATE PRO 12.000 BTU/H WIFI,Airolite CLIMATE PRO 12.000 BTU/H WIFI,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,24 m2,579990,ABC,https://www.abc.cl/aire-acondicionado-portatil-airolite-climate-pro-12000-btu-wifi/27976891.html,579990,279990,Falabella Marketplace (AIROLITE),6,"Ripley: $419,990 | Falabella: $399,990 | Travel Tienda: $399,990 | Easy: $419,990 | ABC: $579,990 (+1 más)",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 519278 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269451
269429,Aire Acondicionado Portátil,LG,LP1419IVSM,LG LP1419IVSM,Aire Acondicionado Portátil,Electricidad,Capacidad 14000 BTU/h,-,-,14000 BTU/h,No especificado,559990,Paris Marketplace (LG Electronics),https://www.paris.cl/aire-acondicionado-portatil-lg-inverter-14000-btu-MKB4AVBM66.html,559990,399990,Falabella Marketplace (LG ELECTRONICS INC CHILE LIMITADA),3,"Paris Marketplace (LG Electronics): $559,990 | Tienda Oficial LG: $399,990 | Falabella Marketplace (LG ELECTRONICS INC CHILE LIMITADA): $399,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269429
269456,Aire Acondicionado Portátil,Splendid,SPAC-HM14K-W,Splendid SPAC-HM14K-W,Aire Acondicionado Portátil,Electricidad,Capacidad 14000 BTU/h,-,-,14000 BTU/h,27 m2,549990,Mercado Libre (RHEEM_CHILE),https://www.mercadolibre.cl/p/MLC41827934?pdp_filters=official_store:all,549990,399990,Falabella Marketplace (Rheem Chile),4,"Easy: $399,990 | Travel Tienda: $399,990 | Falabella Marketplace (Rheem Chile): $399,990 | Mercado Libre (RHEEM_CHILE): $549,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 516646 | Peso: 32.0 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269456
280209,Aire Acondicionado Portátil,Thorben,Thor Smart Pac 4En1 Wifi 14000 BTU,Thorben Thor Smart Pac 4En1 Wifi 14000 BTU,Aire Acondicionado Portátil,Electricidad,Capacidad 14000 BTU/h,-,-,14000 BTU/h,No especificado,519990,Falabella Marketplace (Thorben Store),https://www.falabella.com/falabella-cl/product/125359009/aire-acondicionado-portatil-frio-calor-smart-pac-4-en1-wifi-14000-btu/125359010,519990,519990,Falabella Marketplace (Thorben Store),1,"Falabella Marketplace (Thorben Store): $519,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 486552 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/280209
269458,Aire Acondicionado Portátil,Airolite,CLIMATE PRO 9.000 BTU/H WIFI,Airolite CLIMATE PRO 9.000 BTU/H WIFI,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,18 m2,509990,ABC,https://www.abc.cl/aire-acondicionado-portatil-airolite-climate-pro-9000-btu-wifi/27976832.html,509990,269990,Falabella Marketplace (AIROLITE),4,"Sodimac: $291,690 | Travel Tienda: $361,990 | ABC: $509,990 | Falabella Marketplace (AIROLITE): $269,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 519283 | Peso: 26.9 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269458
357020,Aire Acondicionado Portátil,TCL,Aire Acondicionado Portátil Frio-Calor,TCL Aire Acondicionado Portátil Frio-Calor,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,2.60 (Portátil Calor),12000 BTU/h,No especificado,499990,Falabella,https://www.falabella.com/falabella-cl/product/80600247/aire-acondicionado-portatil-frio-calor-tcl-12000-btu/80600247,499990,499990,Falabella,1,"Falabella: $499,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/357020
269441,Aire Acondicionado Portátil,Midea,MPPD-12KHRN1W,Midea MPPD-12KHRN1W,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,25 m2,489990,Ripley,https://simple.ripley.cl/aire-acondicionado-portatil-midea-12000-btu-mppd-12khrn1w-friocalor-wifi-2000398201490p,449990,399990,Easy,2,"Ripley: $489,990 | Easy: $399,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 478725 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269441
269443,Aire Acondicionado Portátil,Ursus Trotter,BLIZZARD 12K,Ursus Trotter BLIZZARD 12K,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,479990,Hites,https://www.hites.com/aire-acondicionado-ursus-trotter-ut-blizzard-12k-wifi-12000-btu-924627001.html,479990,419990,Mercado Libre (URSUS TROTTER),3,"Hites: $479,990 | Falabella: $449,990 | Mercado Libre (URSUS TROTTER): $419,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 491612 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269443
269424,Aire Acondicionado Portátil,Midea,MPPD-12KHRN1,Midea MPPD-12KHRN1,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,20 m2,459990,Ripley,https://simple.ripley.cl/aire-acondicionado-portatil-midea-mppd-12khrn1-12000-btu-frio-calor-2000377376249p,429990,459990,Ripley,1,"Ripley: $459,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 317145 | Peso: 29.5 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269424
277735,Aire Acondicionado Portátil,TCL,TAC-09CPA/RS2,TCL TAC-09CPA/RS2,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,No especificado,449990,Mercado Libre (TCLELECTRONICSCHILE),https://www.mercadolibre.cl/p/MLC28875656?pdp_filters=official_store:all,449990,239990,Ripley Marketplace (TCL),5,"Falabella Marketplace (TCL): $299,990 | Mercado Libre (TCLELECTRONICSCHILE): $449,990 | Falabella: $449,990 | Paris Marketplace (TCL): $449,990 | Ripley Marketplace (TCL): $239,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 481472 | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/277735
280210,Aire Acondicionado Portátil,Thorben,Thor Smart Pac 4En1 Wifi 12000 BTU,Thorben Thor Smart Pac 4En1 Wifi 12000 BTU,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,439990,Falabella Marketplace (Thorben Store),https://www.falabella.com/falabella-cl/product/124599059/Aire-Acondicionado-Frio-Calor-Smart-Pac-4En1-Wifi-12000-Btu/124599060,439990,439990,Falabella Marketplace (Thorben Store),1,"Falabella Marketplace (Thorben Store): $439,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 486461 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/280210
269545,Aire Acondicionado Portátil,Kendal,EVA III PRO WIF,Kendal EVA III PRO WIF,Aire Acondicionado Portátil,Electricidad,Capacidad 14000 BTU/h,-,-,14000 BTU/h,26 m2,439990,Falabella,https://www.falabella.com/falabella-cl/product/16847105/Aire-Acondicionado-Portatil-Frio-Calor-Eva-III-PRO-14.000-BTU-Wifi-Kendal/16847105,439990,439990,Falabella,1,"Falabella: $439,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 486595 | Peso: 28.0 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269545
269446,Aire Acondicionado Portátil,Kendal,EVA III PRO 14000 BTU,Kendal EVA III PRO 14000 BTU,Aire Acondicionado Portátil,Electricidad,Capacidad 14000 BTU/h,-,-,14000 BTU/h,28 m2,439990,Sodimac,https://www.sodimac.cl/sodimac-cl/articulo/125123243/product/125123244,439990,439990,Sodimac,1,"Sodimac: $439,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 486595 | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269446
269442,Aire Acondicionado Portátil,Ursus Trotter,UT-BLIZZARD 9K WIFI,Ursus Trotter UT-BLIZZARD 9K WIFI,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,12 m2,429990,Hites,https://www.hites.com/aire-acondicionado-portatil-ursus-trotter-ut-blizzard-9k-9000-btu-924626001.html,429990,336990,Falabella,4,"Hites: $429,990 | Travel Tienda: $357,990 | Falabella: $336,990 | Mercado Libre (URSUS TROTTER): $379,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 491634 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269442
269450,Aire Acondicionado Portátil,Toyotomi,AC-M09FW,Toyotomi AC-M09FW,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,20 m2,429990,Sodimac,https://www.sodimac.cl/sodimac-cl/articulo/137345278/product/137345280,429990,429990,Sodimac,1,"Sodimac: $429,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 525398 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269450
403677,Aire Acondicionado Portátil,Electrolux,SP12FC,Electrolux SP12FC,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,399990,Falabella Marketplace (Electrolux Group),https://www.falabella.com/falabella-cl/product/156772005/aire-acondicionado-portatil-12-000-btu-frio-inteligente-wi-ficontrol-voz-sp12fc/156772006,399990,399990,Lider Marketplace (ELECTROLUX DE CHILE S.A.),4,"Falabella Marketplace (Electrolux Group): $399,990 | Mercado Libre (Electrolux): $399,990 | Paris Marketplace (Electrolux): $399,990 | Lider Marketplace (ELECTROLUX DE CHILE S.A.): $399,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 597029 | Peso: 31.5 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/403677
269439,Aire Acondicionado Portátil,Kendal,EVA III PRO 12000,Kendal EVA III PRO 12000,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,26 m2,399990,Falabella,https://www.falabella.com/falabella-cl/product/16847013/Aire-Acondicionado-Portatil-Frio-Calor-Eva-III-PRO-12.000-BTU-Wifi-Kendal/16847013,399990,399990,Falabella,1,"Falabella: $399,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 485492 | Peso: 26.8 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269439
357206,Aire Acondicionado Portátil,Thomas,TH-AC9000,Thomas TH-AC9000,Aire Acondicionado Portátil,Electricidad,Capacidad 800 BTU/h,-,-,800 BTU/h,25 m2,399990,Easy,https://www.easy.cl/aire-acondicionado-portatil-9000-btu-friocalor-th-ac9000-wifi-thomas-1303333/p,399990,369990,Falabella Marketplace (Thomas/Siegen),5,"Travel Tienda: $369,990 | Easy: $399,990 | ABC: $399,990 | Mercado Libre (COMERCIALIZADORALOSROBLESLT): $369,990 | Falabella Marketplace (Thomas/Siegen): $369,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 358110 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/357206
356425,Aire Acondicionado Portátil,Nex,Aire acondicionado portátil 1400 BTU Frío,Nex Aire acondicionado portátil 1400 BTU Frío,Aire Acondicionado Portátil,Electricidad,Capacidad 1400 BTU/h,-,-,1400 BTU/h,No especificado,399990,Easy,https://www.easy.cl/aire-acondicionado-portatil-14000-btu-frio-1471949/p,399990,399990,Easy,1,"Easy: $399,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 492306 | Peso: 30.5 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/356425
269455,Aire Acondicionado Portátil,Splendid,SPAC-HM12K-W,Splendid SPAC-HM12K-W,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,23 m2,389990,Easy,https://www.easy.cl/aire-acondicionado-portatil-12000-btu-friocalor-wifi-1439458/p,389990,329990,Falabella Marketplace (Rheem Chile),4,"Sodimac: $329,990 | Easy: $389,990 | Travel Tienda: $351,990 | Falabella Marketplace (Rheem Chile): $329,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 516574 | Peso: 28.0 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269455
269426,Aire Acondicionado Portátil,Electrolux,EAP12B5TSCRW,Electrolux EAP12B5TSCRW,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,389990,Ripley,https://simple.ripley.cl/aire-acondicionado-portatil-electrolux-12000-btu-eap12b5tscrw-2000371956027p,389990,299990,Lider Marketplace (ELECTROLUX DE CHILE S.A.),6,"Ripley: $389,990 | Travel Tienda: $299,990 | Falabella Marketplace (Electrolux Group): $319,990 | Paris Marketplace (Electrolux): $319,990 | Lider Marketplace (ELECTROLUX DE CHILE S.A.): $299,990 (+1 más)",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 278559 | Peso: 30.0 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269426
269440,Aire Acondicionado Portátil,Thorben,Thor Smart Pac 4en1 Wifi 9000 BTU,Thorben Thor Smart Pac 4en1 Wifi 9000 BTU,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,No especificado,384990,Precio referencia SoloTodo,,384990,384990,Precio referencia SoloTodo,0,,$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 486450 | Peso: 28.0 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269440
269457,Aire Acondicionado Portátil,Splendid,SPAC-HM09K-W,Splendid SPAC-HM09K-W,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,18 m2,379990,Easy,https://www.easy.cl/aire-acondicionado-portatil-9000-btu-friocalor-wifi-1439457/p,379990,290890,Sodimac,5,"Sodimac: $290,890 | Easy: $379,990 | Travel Tienda: $329,990 | Falabella Marketplace (Rheem Chile): $314,990 | Mercado Libre (Splendid): $349,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 516555 | Peso: 32.0 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269457
358525,Aire Acondicionado Portátil,Klyma,KÖLD 12WF ES WHITE,Klyma KÖLD 12WF ES WHITE,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,25 m2,369990,Easy,https://www.easy.cl/aire-acondicionado-portatil-kold-12-wf-es-white-1330-w-12000-btu-wifi-1502173/p,369990,259990,Travel Tienda,3,"Travel Tienda: $259,990 | Falabella Marketplace (A2 Brands): $299,990 | Easy: $369,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 569313 | Peso: 28.0 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/358525
269437,Aire Acondicionado Portátil,Kendal,EVA III PRO 9000,Kendal EVA III PRO 9000,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,23 m2,369990,Falabella,https://www.falabella.com/falabella-cl/product/16847106/Aire-Acondicionado-Portatil-Frio-Calor-Eva-III-PRO-9.000-BTU-Wifi-Kendal/16847106,369990,295990,Sodimac,3,"Falabella: $369,990 | Falabella: $369,990 | Sodimac: $295,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 485488 | Peso: 26.8 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269437
352732,Aire Acondicionado Portátil,Thorben,Thor Pac 3En1 12000 BTU (AIAACTHO1633157),Thorben Thor Pac 3En1 12000 BTU (AIAACTHO1633157),Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,364990,Travel Tienda,https://tienda.travel.cl/aire-acondicionado/aire-acondicionado-port%C3%A1til-thorben-frio-pac-3-en-1-12000-btu/SKU136547,364990,364990,Travel Tienda,1,"Travel Tienda: $364,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 535581 | Peso: 19.2 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/352732
278865,Aire Acondicionado Portátil,Splendid,SPAC-FM12K-W,Splendid SPAC-FM12K-W,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,23 m2,349990,Mercado Libre (RHEEM_CHILE),https://www.mercadolibre.cl/p/MLC41825795?pdp_filters=official_store:all,349990,264990,Falabella Marketplace (Rheem Chile),3,"Travel Tienda: $314,990 | Mercado Libre (RHEEM_CHILE): $349,990 | Falabella Marketplace (Rheem Chile): $264,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 516531 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/278865
357918,Aire Acondicionado Portátil,Kendal,ECO III 14000,Kendal ECO III 14000,Aire Acondicionado Portátil,Electricidad,Capacidad 14000 BTU/h,-,-,14000 BTU/h,28 m2,349990,Falabella Marketplace (Mar del Sur),https://www.falabella.com/falabella-cl/product/124596218/Aire-Acondicionado-Portatil-kendal-Eco-14000-BTU/124596220,349990,349990,Falabella Marketplace (Mar del Sur),1,"Falabella Marketplace (Mar del Sur): $349,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 404866 | Peso: 32.0 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/357918
269423,Aire Acondicionado Portátil,Airolite,Y7 Cold-G,Airolite Y7 Cold-G,Aire Acondicionado Portátil,Electricidad,Capacidad 7000 BTU/h,-,-,7000 BTU/h,12 m2,329990,Falabella Marketplace (AIROLITE),https://www.falabella.com/falabella-cl/product/127649983/aire-acondicionado-portatil-solo-frio-7000-btu-h/127649984,329990,329990,Falabella Marketplace (AIROLITE),1,"Falabella Marketplace (AIROLITE): $329,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 351992 | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269423
358516,Aire Acondicionado Portátil,Klyma,KÖLD 12WF PRO WHITE (KYPAC0454),Klyma KÖLD 12WF PRO WHITE (KYPAC0454),Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,25 m2,329990,Falabella Marketplace (A2 Brands),https://www.falabella.com/falabella-cl/product/147022627/Aire-Acondicionado-Portatil-FRIO-CALOR-Calefactor-4en1-WiFi-12000-BTU-KÖLD-12wf-PRO-White/147022628,329990,269990,Travel Tienda,2,"Travel Tienda: $269,990 | Falabella Marketplace (A2 Brands): $329,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 569314 | Peso: 28.5 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/358516
269464,Aire Acondicionado Portátil,Splendid,SPAP-12K,Splendid SPAP-12K,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,329990,Mercado Libre (RHEEM_CHILE),https://www.mercadolibre.cl/p/MLC17481544?pdp_filters=official_store:all,329990,329990,Mercado Libre (RHEEM_CHILE),1,"Mercado Libre (RHEEM_CHILE): $329,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 516574 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269464
357021,Aire Acondicionado Portátil,Verken,4en1 - 9.000 BTU Frio Calor Zermatt,Verken 4en1 - 9.000 BTU Frio Calor Zermatt,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,2.60 (Portátil Calor),9000 BTU/h,20 m2,319990,Precio referencia SoloTodo,,319990,319990,Precio referencia SoloTodo,0,,$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 530918 | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/357021
363512,Aire Acondicionado Portátil,Midea,MPPXA-12HRN8,Midea MPPXA-12HRN8,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,316990,Hites,https://www.hites.com/aire-acondicionado-portatil-midea-mppxa-12hrn8-968021001.html,316990,239990,Easy,4,"Easy: $239,990 | Paris: $279,990 | Hites: $316,990 | AirHome: $283,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 566949 | Peso: 28.3 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/363512
271071,Aire Acondicionado Portátil,Nex,ACP09288-FCWIFI,Nex ACP09288-FCWIFI,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,No especificado,299990,Easy,https://www.easy.cl/aire-acondicionado-9000btu-acp09288-fcwifi-1419514/p,299990,269990,Easy,2,"Easy: $299,990 | Easy: $269,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 492301 | Peso: 22.5 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/271071
397492,Aire Acondicionado Portátil,Hisense,12HW4RNPS01-N,Hisense 12HW4RNPS01-N,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,299990,Cero Grado,https://cerogradoclimatizacion.cl/producto/13386/,299990,269990,Acondiparts,6,"Falabella Marketplace (Emma House): $288,990 | Cero Grado: $299,990 | Acondiparts: $269,990 | Thermo Quality: $279,990 | Portal del Aire: $289,990 (+1 más)",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/397492
360842,Aire Acondicionado Portátil,Noblex,NP3500H1,Noblex NP3500H1,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,27 m2,299990,Travel Tienda,https://tienda.travel.cl/port%C3%A1tiles/aire-acondicionado-noblex-port%C3%A1til-fr%C3%ADo-calor-12000-10000-btu/SKU112340,299990,259990,Falabella Marketplace (BOSCH CHILE),2,"Travel Tienda: $299,990 | Falabella Marketplace (BOSCH CHILE): $259,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/360842
274081,Aire Acondicionado Portátil,Recco,R07CPA/RS-F,Recco R07CPA/RS-F,Aire Acondicionado Portátil,Electricidad,Capacidad 7000 BTU/h,-,-,7000 BTU/h,14 m2,299990,Sodimac,https://www.sodimac.cl/sodimac-cl/articulo/110010239/product/110010241,299990,299990,Sodimac,1,"Sodimac: $299,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),"Certificación SEC QR: 343183,360591 | Enchufable 220V directo. No requiere obras ni ductos.",https://www.solotodo.cl/products/274081
269447,Aire Acondicionado Portátil,Thorben,AC Thor Pac 3en1 8000 BTU,Thorben AC Thor Pac 3en1 8000 BTU,Aire Acondicionado Portátil,Electricidad,Capacidad 8000 BTU/h,-,-,8000 BTU/h,No especificado,279990,Travel Tienda,https://tienda.travel.cl/aire-acondicionado/aire-acondicionado-thorben-pac-3-en-1-8000-btu/SKU93243,279990,279990,Travel Tienda,1,"Travel Tienda: $279,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 486482 | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269447
363509,Aire Acondicionado Portátil,Master G,MGAC12PORWF,Master G MGAC12PORWF,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,23 m2,269990,Ripley Marketplace (GASEI S.A.),https://simple.ripley.cl/aire-acondicionado-portatil-wifi-12000-btu-4en1-mgac12porwf-mpm10003111317,269990,249990,Tienda Oficial Master-G,2,"Ripley Marketplace (GASEI S.A.): $269,990 | Tienda Oficial Master-G: $249,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 563513 | Peso: 22.5 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/363509
269459,Aire Acondicionado Portátil,Loven,PAC12000-DGL,Loven PAC12000-DGL,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,23 m2,264990,Ripley,https://simple.ripley.cl/aire-acondicionado-portatil-loven-12000-btu-frio-calor-2000401782985p,249990,264990,Ripley,1,"Ripley: $264,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 517138 | Peso: 23.0 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269459
358367,Aire Acondicionado Portátil,Klyma,KÖLD 9WF ES WHITE,Klyma KÖLD 9WF ES WHITE,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,15 m2,259990,Easy,https://www.easy.cl/aire-acondicionado-portatil-kold-9wf-es-1005w-9000-btu-wifi-1503802/p,259990,189990,Travel Tienda,3,"Travel Tienda: $189,990 | Falabella Marketplace (A2 Brands): $209,990 | Easy: $259,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 569307 | Peso: 22.0 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/358367
