id_solotodo,categoria_solotodo,marca,modelo,nombre_completo,tipo,combustible,consumo_bruto,rendimiento_n,cop_calor,poder_calorifico_bruto,rango_calefaccion,precio_max_c_iva_clp,tienda_precio_max,url_tienda_precio_max,precio_oferta_tienda_max_clp,precio_min_c_iva_clp,tienda_precio_min,num_tiendas_activas,tiendas_detalle,costo_instalacion_c_iva,mantencion_c_iva,otros,url_solotodo
203179,Estufas,Sindelen,EP-520NG,Sindelen EP-520NG,Estufa Kerosene Mecha (Cámara Conv/Rad),Kerosene / Parafina,268 ml/hora,"0,800 (80%)",-,2500 W / 2152 Kcal/h,No especificado,109988,Falabella Marketplace (Te Amuebla Store),https://www.falabella.com/falabella-cl/product/153291044/estufa-a-parafina-sindelen-sunnymet-ep-520ng/153291045,103990,69990,Falabella,6,"Ripley: $99,990 | Sodimac: $78,990 | Falabella: $69,990 | Hites: $89,990 | Falabella Marketplace (Te Amuebla Store): $109,988 (+1 más)",$ 0 (Portátil),$ 25.000 / 2 años (Cambio mecha),Certificación SEC QR: 457609 | Peso: 5.3 kg | Dimensiones: 325 x 463 x 325 mm | Capacidad Estanque/Tolva: 5.4 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/203179
213745,Estufas,BetterLife,BLCV2000W,BetterLife BLCV2000W,Convector Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,25 m2,105990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/panel-calefactor-betterlife-muro-piso-de-cristal-wifi-smarthome-20-m-/SKU101985,105990,105990,Travel Tienda,1,"Travel Tienda: $105,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 266298 | Peso: 8.0 kg | Dimensiones: 840 x 460 x 90 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/213745
241303,Estufas,Ursus Trotter,UT INFRAHEAT 24 WIFI,Ursus Trotter UT INFRAHEAT 24 WIFI,Estufa de Terraza,Gas Licuado (GLP),120 - 320 g/hora (estándar),"0,800 (80%)",-,2400 W,24 m2,105393,Mercado Libre,https://www.mercadolibre.cl/p/MLC50612653?pdp_filters=official_store:all,105393,105393,Mercado Libre,1,"Mercado Libre: $105,393",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 509257 | Peso: 6.0 kg | Dimensiones: 994 x 160 x 88 mm,https://www.solotodo.cl/products/241303
277315,Estufas,Kendal,KFC-600D - Negro,Kendal KFC-600D - Negro,Calefactor Eléctrico Infrarrojo,Electricidad,0.70 kWh/hora (700 W),"1,0 (100%)",-,700 W,16 m2,99990,Falabella,https://www.falabella.com/falabella-cl/product/80152189/Estufa-Fibra-Carbono-Kfc-600-Kendal/80152189,99990,59990,Falabella Marketplace (Mar del Sur),2,"Falabella Marketplace (Mar del Sur): $59,990 | Falabella: $99,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 426982 | Peso: 3.2 kg | Dimensiones: 25 x 855 x 25 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/277315
37806,Estufas,Kendal,KPN-1500AL WIFI (Blanco),Kendal KPN-1500AL WIFI (Blanco),Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W,18 m2,99990,Easy,https://www.easy.cl/panel-covector-1500w-kpn-1500al-blanco-1208294/p,99990,71990,Sodimac,2,"Easy: $99,990 | Sodimac: $71,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 223536 | Peso: 5.2 kg | Dimensiones: 840 x 430 x 110 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/37806
392170,Estufas,Verken,Nordglass,Verken Nordglass,Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W,No especificado,99990,Mercado Libre (VERKEN.CL),https://www.mercadolibre.cl/p/MLC69366620?pdp_filters=official_store:all,99990,89990,Falabella Marketplace (Verken),2,"Mercado Libre (VERKEN.CL): $99,990 | Falabella Marketplace (Verken): $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Dimensiones: 80 x 640 x 470 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/392170
271321,Estufas,Nex,PHPCOI23,Nex PHPCOI23,Estufa de Patio,Gas Licuado (GLP),640 g/hora,"0,800 (80%)",-,8800 W / 7500 Kcal/h / 30000 BTU/h,70 m2,99990,Paris,https://www.paris.cl/estufa-de-exterior-patio-heater-powder-8800w-coated-823808999.html,89990,99990,Paris,1,"Paris: $99,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 506554 | Peso: 12.5 kg | Dimensiones: 820 x 2180 x 820 mm | Capacidad Estanque/Tolva: 11.0 L/kg,https://www.solotodo.cl/products/271321
271320,Estufas,Nex,EGAS15KGTB,Nex EGAS15KGTB,Estufa Gas Radiante Infrarroja,Gas Licuado (GLP),120 - 320 g/hora (estándar),"0,800 (80%)",-,1500 W / 3612 Kcal/h / 5118 BTU/h,84 m2,99990,Easy,https://www.easy.cl/estufa-a-gas-hibrida-egas15kgtb-15-kg-negro-1441753/p,99990,99990,Easy,1,"Easy: $99,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 529589 | Peso: 12.6 kg | Dimensiones: 420 x 720 x 360 mm | Capacidad Estanque/Tolva: 15.0 L/kg,https://www.solotodo.cl/products/271320
392869,Estufas,Verken,Nordglass - Blanco,Verken Nordglass - Blanco,Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W,No especificado,99990,Precio referencia SoloTodo,,99990,99990,Precio referencia SoloTodo,0,,$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Dimensiones: 80 x 640 x 470 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/392869
276731,Estufas,Primaterm,ALUMAX-500W,Primaterm ALUMAX-500W,Radiador Eléctrico,Electricidad,0.50 kWh/hora (500 W),"1,0 (100%)",-,500 W,6 m2,98990,Easy,https://www.easy.cl/estufa-calefactor-electrico-alumax-wifi-500-w-1700-btu-1473794/p,98990,89990,Falabella Marketplace (PRIMATERM SPA),2,"Falabella Marketplace (PRIMATERM SPA): $89,990 | Easy: $98,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 508356 | Peso: 3.6 kg | Dimensiones: 400 x 450 x 96 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/276731
273133,Estufas,Kendal,KCE-EMBER 1,Kendal KCE-EMBER 1,Estufa Eléctrica,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W,20 m2,97990,Falabella,https://www.falabella.com/falabella-cl/product/17391034/CALEFACTOR-PTC-TORRE-KCE-EMBER1KENDALKCE-EMBER-1/17391034,97990,78390,Sodimac,2,"Sodimac: $78,390 | Falabella: $97,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 547499 | Dimensiones: 815 x 208 x 218 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/273133
273615,Estufas,Calma,Compak,Calma Compak,Estufa Gas Radiante Infrarroja,Gas Licuado (GLP),207 g/hora / 2.8 kW térmico,"0,800 (80%)",-,2800 W / 2408 Kcal/h / 9560 BTU/h / 2.8 kW,40 m2 / 100 m3,97990,Hites,https://www.hites.com/estufa-a-gas-calma-compak-5-kg-889048001.html,97990,97990,Hites,1,"Hites: $97,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 378382 | Peso: 7.5 kg | Dimensiones: 435 x 656 x 350 mm,https://www.solotodo.cl/products/273615
109659,Estufas,Loven,LOV-91L,Loven LOV-91L,Calefactor Eléctrico Infrarrojo,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W,30 m2,94995,Ripley,https://simple.ripley.cl/estufa-electrica-loven-lov-91l-1500w-wifi-infrarroja-2000382875898p,75996,94995,Ripley,1,"Ripley: $94,995",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 375485 | Dimensiones: 290 x 373 x 370 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/109659
189658,Estufas,Ursus Trotter,UT HMP-2000TT,Ursus Trotter UT HMP-2000TT,Convector Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W,No especificado,94990,Hites,https://www.hites.com/convector-electrico-ursus-trotter-hmp-2000-tt-909412001.html,94990,62990,Mercado Libre,5,"Hites: $94,990 | Paris: $62,990 | Sodimac: $79,190 | Travel Tienda: $86,990 | Mercado Libre: $62,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 464253 | Peso: 5.0 kg | Dimensiones: 650 x 390 x 125 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/189658
37828,Estufas,Airolite,Curve Tower 2000,Airolite Curve Tower 2000,Termoventilador Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W,25 m2,93990,Travel Tienda,https://tienda.travel.cl/airolite/pack-termoventilador-airolite-curve-tower/SKU131703,93990,46690,Sodimac,5,"Sodimac: $46,690 | Falabella: $59,990 | Easy: $48,990 | Travel Tienda: $79,990 | Travel Tienda: $93,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 219635 | Dimensiones: N/A mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/37828
213742,Estufas,BetterLife,BLCV1000W,BetterLife BLCV1000W,Convector Eléctrico,Electricidad,1.00 kWh/hora (1000 W),"1,0 (100%)",-,1000 W,No especificado,93990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/panel-calefactor-betterlife-muro-piso-de-cristal-wifi-smarthome-15-m-/SKU101992,93990,93990,Travel Tienda,1,"Travel Tienda: $93,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 263617 | Peso: 16.8 kg | Dimensiones: 835 x 455 x 75 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/213742
239215,Estufas,Ursus Trotter,UT MC-10M,Ursus Trotter UT MC-10M,Convector Eléctrico,Electricidad,1.00 kWh/hora (1000 W),"1,0 (100%)",-,1000 W,10 m2,91990,Travel Tienda,https://tienda.travel.cl/convectores/calefactor-el%C3%A9ctrico-ursus-trotter-mc-10-m/SKU130348,91990,79990,Paris,4,"Paris: $79,990 | Sodimac: $83,390 | Travel Tienda: $91,990 | Mercado Libre: $83,390",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 503929 | Peso: 3.6 kg | Dimensiones: 600 x 433 x 90 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/239215
270908,Estufas,Thomas,TH-RFC55,Thomas TH-RFC55,Calefactor Eléctrico a Cuarzo,Electricidad,2.40 kWh/hora (2400 W),"1,0 (100%)",-,2400 W,No especificado,89990,ABC,https://www.abc.cl/radiador-thomas-th-rfc55/28391420.html,89990,49990,Falabella Marketplace (Thomas/Siegen),2,"ABC: $89,990 | Falabella Marketplace (Thomas/Siegen): $49,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 547137 | Dimensiones: N/A mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/270908
135107,Estufas,Kaltemp,Wally One O 1200 WIFI,Kaltemp Wally One O 1200 WIFI,Convector Eléctrico,Electricidad,1.80 kWh/hora (1800 W),"1,0 (100%)",-,1800 W,18 m2,89990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/convector-electrico-kaltemp-wally-one-wifi-1200/SKU65317,76990,89990,Travel Tienda,1,"Travel Tienda: $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 469783 | Dimensiones: 400 x 600 x 70 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/135107
270423,Estufas,Loven,RYF5,Loven RYF5,Estufa Gas Radiante Infrarroja,Gas Licuado (GLP),120 - 320 g/hora (estándar),"0,800 (80%)",-,2750 W,40 m2,89990,Ripley,https://simple.ripley.cl/estufa-a-gas-loven-rf5k-5kg-2000393029853p,79990,89990,Ripley,1,"Ripley: $89,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 472586 | Peso: 8.1 kg | Dimensiones: N/A mm,https://www.solotodo.cl/products/270423
271325,Estufas,Nex,EGAS15KG,Nex EGAS15KG,Estufa Gas Radiante Infrarroja,Gas Licuado (GLP),120 - 320 g/hora (estándar),"0,800 (80%)",-,4200 W / 3600 Kcal/h / 14000 BTU/h,60 m2,89990,Easy,https://www.easy.cl/estufa-a-gas-15-kg-1399844/p,79990,89990,Easy,1,"Easy: $89,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 487289 | Peso: 10.8 kg | Dimensiones: 420 x 720 x 490 mm | Capacidad Estanque/Tolva: 15.0 L/kg,https://www.solotodo.cl/products/271325
72715,Estufas,Würden,PN1500GLF,Würden PN1500GLF,Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W / 1290 Kcal/h / 5118 BTU/h,No especificado,89990,Falabella,https://www.falabella.com/falabella-cl/product/881482312/Estufa-Electrica-Wurden-Pn1500Glf-1500W/881482312,79990,89990,Falabella,1,"Falabella: $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 282615 | Peso: 6.9 kg | Dimensiones: 760 x 380 x 100 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/72715
131709,Estufas,Kaltemp,Wally One O 1800 WIFI,Kaltemp Wally One O 1800 WIFI,Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W / 1290 Kcal/h / 5118 BTU/h,18 m2,89990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/convector-electrico-kaltemp-wally-one-wifi-1800/SKU65333,79990,89990,Travel Tienda,1,"Travel Tienda: $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 469787 | Peso: 3.0 kg | Dimensiones: 870 x 400 x 90 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/131709
78712,Estufas,Würden,QNQ-101 F,Würden QNQ-101 F,Convector Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,No especificado,89990,Sodimac,https://www.sodimac.cl/sodimac-cl/articulo/110004207/product/110004211,89990,89990,Sodimac,1,"Sodimac: $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 280023 | Peso: 6.0 kg | Dimensiones: 680 x 370 x 110 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/78712
158729,Estufas,Anwo,NDFL.1000V,Anwo NDFL.1000V,Convector Eléctrico,Electricidad,1.00 kWh/hora (1000 W),"1,0 (100%)",-,1000 W,16 m2,89990,Easy,https://www.easy.cl/panel-electrico-vidrio-ndfl1000v-1000w-wifi-blancoverde-1392737/p,89990,89990,Falabella Marketplace (Anwo),2,"Easy: $89,990 | Falabella Marketplace (Anwo): $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 438591 | Peso: 4.0 kg | Dimensiones: 450 x 400 x 120 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/158729
136231,Estufas,Kendal,KGH-1500,Kendal KGH-1500,Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W / 5000 BTU/h,No especificado,89990,Falabella,"https://www.falabella.com/falabella-cl/product/16121625/Estufa-Electrica-1,5-kW-KGH-1500-Kendal/16121625",89990,89990,Falabella,1,"Falabella: $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 424758 | Peso: 6.0 kg | Dimensiones: 630 x 500 x 250 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/136231
392277,Estufas,Sindelen,VP-6WGR,Sindelen VP-6WGR,Termoventilador Eléctrico,Electricidad,1.98 kWh/hora (1980 W),"1,0 (100%)",-,1980 W,No especificado,89990,Ripley,https://simple.ripley.cl/termoventilador-sindelen-vp-6wgr-2000410210745p,89990,89990,Ripley,1,"Ripley: $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 567888 | Peso: 5.1 kg | Dimensiones: 340 x 1035 x 340 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/392277
271327,Estufas,Combi,EP40,Combi EP40,Estufa a Pellet,Pellet,"0,6 - 1,8 kg/hora (estándar)","0,850 (85%)",-,-,No especificado,89990,Easy,https://www.easy.cl/estufa-pellet-ep40-negro-1418997/p,89990,89990,Easy,1,"Easy: $89,990",$ 120.000 (Kit cañones inox / pasamuros),$ 45.000 / año (Deshollinado / crisol),Peso: 4.5 kg | Dimensiones: 360 x 280 x 260 mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/271327
392281,Estufas,Verken,Nordglass - Negro,Verken Nordglass - Negro,Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W,No especificado,89990,Mercado Libre (VERKEN.CL),https://www.mercadolibre.cl/p/MLC68734053?pdp_filters=official_store:all,89990,89990,Mercado Libre (VERKEN.CL),1,"Mercado Libre (VERKEN.CL): $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Dimensiones: 80 x 640 x 470 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/392281
46182,Estufas,Toyotomi,MH2088-SW,Toyotomi MH2088-SW,Termoventilador Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,25 m2,89990,Tienda Toyotomi,https://toyotomi.cl/product/termoventilador-2-kw-mh-2088/,89990,89990,Tienda Toyotomi,1,"Tienda Toyotomi: $89,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 263874 | Dimensiones: N/A mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/46182
388717,Estufas,Kendal,GH-10RM Negro,Kendal GH-10RM Negro,Convector Eléctrico,Electricidad,1.00 kWh/hora (1000 W),"1,0 (100%)",-,1000 W,15 m2,87990,Falabella,https://www.falabella.com/falabella-cl/product/80152190/Panel-Convector-Gh10Rm-N-Kendal/80152190,87990,87990,Falabella,1,"Falabella: $87,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 510764 | Peso: 6.3 kg | Dimensiones: 545 x 530 x 230 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/388717
109660,Estufas,Loven,LOV-91K,Loven LOV-91K,Calefactor Eléctrico Infrarrojo,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W,30 m2,84995,Ripley,https://simple.ripley.cl/estufa-electrica-loven-lov-91k-1500w-infrarrojo-2000382875881p,67996,84995,Ripley,1,"Ripley: $84,995",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 375599 | Dimensiones: 290 x 373 x 370 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/109660
221280,Estufas,Bosca,NDK-10DW,Bosca NDK-10DW,Convector Eléctrico,Electricidad,1.00 kWh/hora (1000 W),"1,0 (100%)",-,1000 W,25 m2,84990,ABC,https://www.abc.cl/calefactor-electrico-wifi-bosca-ndk-10dw-1000-w/27490085.html,84990,84990,ABC,1,"ABC: $84,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 401883 | Peso: 4.5 kg | Dimensiones: 460 x 400 x 90 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/221280
273145,Estufas,Kendal,Mica Efficient 03,Kendal Mica Efficient 03,Estufa Eléctrica,Electricidad,1.80 kWh/hora (1800 W),"1,0 (100%)",-,1800 W,18 m2,82990,Falabella,https://www.falabella.com/falabella-cl/product/17391095/CALEFACTOR-KEM-EFFICIENT03KENDALKEM-EFFICIENT/17391095,82990,82990,Sodimac,3,"Falabella: $82,990 | Easy: $82,990 | Sodimac: $82,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 549046 | Peso: 5.5 kg | Dimensiones: 800 x 520 x 235 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/273145
44249,Estufas,Thomas,TH-CH42,Thomas TH-CH42,Termoventilador Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,No especificado,79990,Falabella,https://www.falabella.com/falabella-cl/product/17389325/Estufa-Termoventilador-Ceramico-TH-CH42-Thomas/17389325,79990,52990,Paris,2,"Paris: $52,990 | Falabella: $79,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 258215 | Dimensiones: 230 x 350 x 160 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/44249
44250,Estufas,Thomas,TH-CV51,Thomas TH-CV51,Convector Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,No especificado,79990,ABC,https://www.abc.cl/convector-electrico-thomas-th-cv51/22968378.html,79990,42990,Sodimac,4,"Sodimac: $42,990 | Easy: $54,990 | ABC: $79,990 | Mercado Libre (Thomas): $79,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 258213 | Dimensiones: 600 x 440 x 150 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/44250
62395,Estufas,Airolite,RB2209TP,Airolite RB2209TP,Calefactor Óleo-eléctrico,Electricidad,2.20 kWh/hora (2200 W),"1,0 (100%)",-,2200 W / 1892 Kcal/h / 7507 BTU/h,No especificado,79990,Ripley,https://simple.ripley.cl/estufa-oleoelectrico-airolite-rb2209tp-2000378724292p,74990,79990,Ripley,1,"Ripley: $79,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 179280 | Peso: 13.8 kg | Dimensiones: 450 x 666 x 162 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/62395
221282,Estufas,Anwo,NDFL.1200A,Anwo NDFL.1200A,Convector Eléctrico,Electricidad,1.20 kWh/hora (1200 W),"1,0 (100%)",-,1200 W,No especificado,79990,Falabella Marketplace (Anwo),https://www.falabella.com/falabella-cl/product/124548910/Calefactor-Estufa-Electrica-Portatil-Anwo-Convectivo-Liso-1200W-Wifi/124548913,79990,79990,Falabella Marketplace (Anwo),1,"Falabella Marketplace (Anwo): $79,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 486085 | Peso: 4.0 kg | Dimensiones: 660 x 400 x 70 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/221282
271324,Estufas,Nex,EGAS5KG,Nex EGAS5KG,Estufa Gas Radiante Infrarroja,Gas Licuado (GLP),209 g/hora,"0,800 (80%)",-,2900 W / 2500 Kcal/h / 9900 BTU/h,30 m2,79990,Easy,https://www.easy.cl/estufa-a-gas-egas5kg-5-kg-negro-1441939/p,79990,79990,Easy,1,"Easy: $79,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 530563 | Peso: 6.7 kg | Dimensiones: 37 x 65 x 32 mm,https://www.solotodo.cl/products/271324
106551,Estufas,Airolite,Vintage HT RETRO 2000R,Airolite Vintage HT RETRO 2000R,Termoventilador Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,No especificado,78990,Travel Tienda,https://tienda.travel.cl/airolite/pack-termoventilador-airolite-vintage-ht-retro-2000r-negro-blanco/SKU131711,78990,39990,Falabella Marketplace (AIROLITE),5,"Sodimac: $39,990 | Easy: $39,990 | Travel Tienda: $78,990 | Travel Tienda: $78,990 | Falabella Marketplace (AIROLITE): $39,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 375523 | Peso: 1.9 kg | Dimensiones: 300 x 307 x 153 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/106551
39401,Estufas,Ursus Trotter,UT N10FT 2000 (Blanco),Ursus Trotter UT N10FT 2000 (Blanco),Convector Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W,21 m2,74990,Hites,https://www.hites.com/convector-electrico-ursus-trotter-n10-ft-2.0-kw-794665001.html,74990,52990,Paris,5,"Paris: $52,990 | Hites: $74,990 | Falabella: $74,990 | Sodimac: $62,490 | Travel Tienda: $68,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 219159 | Peso: 15.0 kg | Dimensiones: 680 x 440 x 170 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/39401
189659,Estufas,Ursus Trotter,UT HMP-2000,Ursus Trotter UT HMP-2000,Convector Eléctrico,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W,No especificado,74990,Hites,https://www.hites.com/convector-ursus-trotter-hmp-2000-911711001.html,74990,56990,Mercado Libre,5,"Paris: $59,990 | Hites: $74,990 | Sodimac: $56,990 | Travel Tienda: $68,990 | Mercado Libre: $56,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 467445 | Peso: 5.0 kg | Dimensiones: 650 x 390 x 125 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/189659
61946,Estufas,Anwo,IR1500-WIFI / PH-96NW / HOM1500WF,Anwo IR1500-WIFI / PH-96NW / HOM1500WF,Calefactor Eléctrico Infrarrojo,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W / 1290 Kcal/h / 5118 BTU/h,50 m2,74990,Easy,https://www.easy.cl/estufa-infrarroja-1500w-ph-96nw-wifi-negro-anwo-1150209/p,74990,69990,Falabella Marketplace (Anwo),2,"Falabella Marketplace (Anwo): $69,990 | Easy: $74,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 180756 | Peso: 6.2 kg | Dimensiones: 290 x 380 x 360 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/61946
